lbm_1,lbm_2,lbm_3,lbm_4,lbm_5
0.2091696454581927,0.21974201176099648,0.22528351626450344,0.2067406938222497,0.20620226633724698
0.31878569690163316,0.3594155460809247,0.3627721579539483,0.32279949871619307,0.3287964061906598
0.23605632694147693,0.2193573576201486,0.2271473977641479,0.24544165610280708,0.23858267358724636
0.19440123765863632,0.18915078720974762,0.19115619991161825,0.1874524245352195,0.18525077908810955
0.012217144178866267,0.015088331070059935,0.017823754499786418,0.0126050039371043,0.012550668648968847
0.2382914623884484,0.24480841388374996,0.24904511228823406,0.2387907841195918,0.2366246683877422
0.23534435318629626,0.24842716387021713,0.2310558272390283,0.22081676522846136,0.2197448569091354
0.16182736354414554,0.1673737212176497,0.16323741450049775,0.16488065992859685,0.16476651909547138
0.2871244246273572,0.27640302528794797,0.27202185228418574,0.2868551919183306,0.2860317104619057
0.22857221722313398,0.22847321166055345,0.23480744034743364,0.2361428065789937,0.23130128853446733
0.15065014021494663,0.16371455416213704,0.16569910032102791,0.1591788870963041,0.16310363783604773
0.1593123241577258,0.14335234920635578,0.16672761418566806,0.16619573763048,0.18084050310144553
0.2829429197011475,0.25023138875089773,0.2520266410330292,0.29218326927350746,0.29290775954945386
0.19998106229255302,0.20165391946006408,0.19940369400820568,0.2022588242592022,0.19698437844800012
0.4255597457143154,0.43493562862934554,0.4254431840277331,0.45760088824039596,0.4619339419508244
0.2595663009811805,0.257886642582768,0.2531958570433327,0.2506644386679401,0.2618675274208888
0.05502685918091585,0.05287591772567599,0.04982411250011264,0.05588880587798942,0.05263137958045597
0.16684438620740535,0.18363462122003116,0.1674362316843771,0.1620722347068733,0.175746718727511
0.24359028606058764,0.22892029886230245,0.2453248029419738,0.2367930135544078,0.24328665264529561
0.07103784897833973,0.06964583066338291,0.07294781219678648,0.07277008703968353,0.07070583378630942
0.17765492298736485,0.18962727536054563,0.175217708495749,0.1845491144016223,0.18554420530366325
0.31790031882383224,0.33040168079850335,0.3353516609807346,0.32839451529213565,0.3363543867886427
0.27387035071249277,0.2831154242149893,0.28557389480508943,0.26526520334783366,0.27061459627495005
0.25853085899081174,0.25603487236492833,0.24933860645501188,0.26102293829354467,0.2608519210241486
0.24073361358257847,0.25884626641082664,0.2619693447312573,0.24053360706542018,0.24593377153278784
0.25516235763975254,0.28924325380960575,0.301840311572484,0.26126240668806777,0.24927661449958613
0.22437220388136053,0.23277655831558952,0.22724785172005493,0.22259588057307306,0.21866679362577748
0.11438775350919463,0.11853831879197377,0.13327949137465364,0.1062354408498129,0.11196539235979003
0.26032278437380413,0.25882476406272,0.258928259202409,0.2641929932330812,0.2682016598532304
0.41830845440138975,0.45177051013086567,0.4997539688687257,0.41765721754357527,0.4213629622817877
0.1380850210929746,0.12776888107359832,0.12016193574524567,0.1327450548924867,0.1278655522003391
0.27234184336797324,0.2736081399740957,0.2758039583380318,0.2702901836623556,0.2738894673195105
0.19458535734828555,0.19919650808961062,0.20286814151783517,0.1927857033885924,0.20170130537530936
0.235550549958721,0.2269316023283528,0.24677750570940313,0.22702576036345443,0.23212385561180066
0.314256402193487,0.29842142003765787,0.32939454412138636,0.3254624492060208,0.29559569506998074
0.17774792655368057,0.16802903891186097,0.17679833869489786,0.16759534712588114,0.16658060887432724
0.27604602609587786,0.30744009652853593,0.2902837389593553,0.2686887433562147,0.2807250152485511
0.18178436344525756,0.21174454858161007,0.20144355598171584,0.20263593747611613,0.20670300441034
0.2017546441863461,0.20667986504777153,0.21309318804582694,0.19918740662064074,0.19592940375366832
0.2053433952411948,0.21579847046905776,0.20651233202542155,0.20059172383694782,0.20465522222211768
0.2649475454188183,0.269788362889273,0.250500230279195,0.28409574122807224,0.27995578906158614
0.14104169674638992,0.13129965488737616,0.1269389733968686,0.137031382507016,0.13983589320657494
0.15799809422945182,0.16465522491844237,0.1631092390115733,0.16120709984249457,0.15933715520209527
0.3214393021065028,0.32702014468358215,0.32132390651146114,0.31640783275832346,0.33367960801131524
0.19977060345838657,0.19687908037883192,0.2087096682307225,0.2088317178441696,0.2090012946100994
0.21862440969712527,0.22025651045000458,0.21657745057587055,0.22001511001866275,0.2202130589837048
0.0589086706572783,0.05990519742185233,0.06570039788376333,0.057227013958530096,0.056943542193771186
0.3739418755390549,0.41328794089936066,0.37555776363675053,0.39484972027812076,0.3752508037292365
0.10297957900093897,0.10602921000999993,0.10133876411211097,0.10263651305703869,0.0995297343223877
0.15818662811443152,0.15269236841452155,0.163757113806927,0.16152993318411654,0.1572782448310035
0.3143081671152785,0.2861919351073676,0.2873015106400181,0.27994613467973956,0.2761240600191775
0.355729800137549,0.3579256631974522,0.35527380410137405,0.3563079783455782,0.3607232910509566
0.2696804711217163,0.26029050174070256,0.25570332776123067,0.26456768816027465,0.2537422033463555
0.2751294157447009,0.2897443409446442,0.2933942319741039,0.2900868480955095,0.2770463896407346
0.27144029972798983,0.30465470701233405,0.32013363707903464,0.28031924119891505,0.26950809461921993
0.2700848372077725,0.26100738326896405,0.275697079342235,0.27034182772540494,0.27132400320216665
0.3278466204870495,0.3351713686785904,0.321360868069544,0.33159863117056565,0.33057977506200903
0.2345623605523407,0.2233026181437189,0.228276999398224,0.23304376877124536,0.2323526127648659
0.3400106642924653,0.3557177294398587,0.4010769343673664,0.35553187589052254,0.3575183129860782
0.22182209243563628,0.1948662741916126,0.1913838231088467,0.20054534619481074,0.19968385313541812
0.25952162772335186,0.2656364704325289,0.24017539445946093,0.2548830447540504,0.25756312537271253
