cat_1,cat_2,cat_3,cat_4,cat_5
0.1914307424503373,0.1786245092211141,0.18311413090843565,0.1802025008802159,0.15995031945411076
0.26355570782277254,0.33557783972221056,0.31995519112399545,0.32886729313669766,0.2833962317926267
0.24761794479114604,0.24861047458488222,0.25379821118424045,0.2720382245389055,0.19498758668275099
0.18620669752809388,0.2073452410214294,0.2023146557473069,0.19544585600316858,0.2036820463086871
0.01731394288179897,0.02321059232082235,0.01632181257096858,0.008344503989286215,0.02507156334256528
0.24972978299098075,0.22348409777280873,0.215361274590862,0.21905181818952335,0.23421261889119943
0.24165421866980558,0.2710574870654144,0.24684218826955795,0.23759498122851622,0.24500396159259435
0.17617243300666527,0.15854397634870135,0.18328271042902744,0.1863058016397496,0.16509492529766753
0.21591554456668197,0.2649683467455117,0.252614611509625,0.21293565758235397,0.2409553828461483
0.21108591794393655,0.2529376847229689,0.23511343822868366,0.23230704833741286,0.24514184183702184
0.2645080859419496,0.257419468946418,0.31167754980847073,0.30279377525193507,0.2850942013664012
0.22148520980740335,0.2166107193431648,0.22828832890236297,0.23221913010522666,0.21686485129637476
0.28059541738847027,0.30403212775249494,0.2736956098174013,0.3089865088672044,0.3170788319061446
0.24393429315207776,0.2289105702351651,0.20891661458271693,0.21887691266539872,0.2017903230569711
0.5552064407653671,0.5317785663468713,0.45083358989410777,0.44889938704807153,0.48219264736579026
0.2608249775176083,0.2569211237602195,0.23386030763402654,0.25376060672476247,0.2319429763680001
0.033438756267254115,0.03101047780853367,0.03921725691277621,0.03598514754364384,0.04202150472102824
0.13667077429564717,0.1546689108817911,0.16227605712963833,0.1588864635704753,0.11316350436612276
0.23639279691144138,0.2405147167689933,0.2312761409531714,0.22111926631613169,0.21701337873854906
0.05131045752810677,0.052906617660730744,0.06031725827339926,0.051454175904639965,0.055936140389056636
0.21834842849319724,0.20789111565509552,0.19830605720112562,0.19770574545222958,0.2125551778679184
0.331735551432289,0.27599806993990017,0.26439437599046456,0.32002028378684844,0.233361381009776
0.30407329059723076,0.29892646030625303,0.28016971408777025,0.2845129415019228,0.30485868725562393
0.20821203874154576,0.21810916398721894,0.22761153620213997,0.2397737672577951,0.2362274776585188
0.22030791323199647,0.21146975855089226,0.22015156605310152,0.23764093868622363,0.22197139910102665
0.39823725480757954,0.40690401965164036,0.3609789196682959,0.32095478618995493,0.38401347008196857
0.16513793307964675,0.1761872213834953,0.18330717162880794,0.1720847894021235,0.12064728625412754
0.17754456108541636,0.14467556694484415,0.19321000654169715,0.2072728568325769,0.17488919074492199
0.2929147559938301,0.3148973099453045,0.3420463427719359,0.3517402477771854,0.2330845560325525
0.33008813955463084,0.3801762104158168,0.3902159189208673,0.3643536061051046,0.3726766105367564
0.1377650932080702,0.14256564803041405,0.16552374417735075,0.15932052881188738,0.11911562520329189
0.2543161003911575,0.26714006170200666,0.27510552518236125,0.21031960108171097,0.2422587210128637
0.20733848123208268,0.22202454050344395,0.23533103236285238,0.22993733225052065,0.21056687207023228
0.19814943529279827,0.18845923010237012,0.19199958978699086,0.16410562797705805,0.24633367271299542
0.36808004531541094,0.34984860574547916,0.33039257993208754,0.3313001641489532,0.3857683164342564
0.2504401464096812,0.23649926465160873,0.24542505893362807,0.28008864278210704,0.23858018167293
0.26813965668997713,0.24297574186393844,0.26490451777395746,0.28456115853991276,0.26241269140361123
0.25890437885440054,0.25426900831873966,0.2607481307400356,0.24301680178294338,0.2341435000553429
0.23932502414264428,0.2273939605539653,0.2388784531204435,0.22925707000126042,0.2533427239729858
0.2545941677625252,0.277357963116741,0.28452795750160564,0.2795939379437389,0.2719272732169708
0.2483963479120639,0.22884029397743144,0.21593906422761838,0.21243978195629698,0.2360569553093163
0.18083369067443322,0.18373455415566797,0.16406936889696913,0.18561873565432738,0.2059930905993807
0.18732347066431046,0.17875135460225405,0.18852873180099922,0.19832195045846818,0.18402410087966511
0.27861817311873105,0.2401669114767187,0.25366708681324673,0.24394852459714128,0.23830807305271026
0.21743397236936976,0.23118884902485007,0.2365981281017855,0.24586867937376009,0.23380982445722426
0.18705158680636183,0.208262740241788,0.19763126419919794,0.21710498677465298,0.25130295539137365
0.09581035192712141,0.0804806151733967,0.0924807544050091,0.10707689077207841,0.09668418296711981
0.31386835950277725,0.3221539728022119,0.2783018693749442,0.31510359989866743,0.33384747065073067
0.13451512312740282,0.10390871926538536,0.1408208817192833,0.1322059190387228,0.12217918660146251
0.20997414371324116,0.19540756115272867,0.21835310525677162,0.22286335974852436,0.19074789329324218
0.28690204437904765,0.2586884394912603,0.24482047985838848,0.2581480357113587,0.2477542716306502
0.4253720823922152,0.3907421674122608,0.42663169212429913,0.43241862461500463,0.43708481838343877
0.23909242297875424,0.2186579103686051,0.21715247301119428,0.25892329368300765,0.2266310945732858
0.18193146271101318,0.15701006427393843,0.17506849450650802,0.18464615810817187,0.1513960534141213
0.38015425928361707,0.38209109686472886,0.3058685333401112,0.3555643181163673,0.2574273364498268
0.20264477294148797,0.2107519502254015,0.2249064912831881,0.24389142753084217,0.21969450622183417
0.369567088231491,0.3176055412116716,0.3763114230223443,0.42609453313967754,0.33719451141340234
0.18048090182241341,0.15922742079186933,0.15302453164745583,0.21576568357300216,0.16470473792450988
0.3834075890481459,0.4057911240269704,0.3930349073755661,0.41687652807090486,0.40354122681650134
0.19201107758621314,0.2013010224473768,0.18674905546912082,0.18011251902814715,0.17863939513320126
0.24200351290274885,0.23387094980760695,0.2290829072085314,0.23900492137832813,0.23013084644928658
0.204032250793155,0.20141400309485993,0.1884589527981328,0.2069179535981872,0.2050316301824163
0.16540105883740397,0.14198941900245085,0.12596292805314546,0.1175181525776229,0.1700883346924683
0.2265392395648194,0.1714577086604753,0.23029319741938434,0.21346139252552593,0.25167496411151696
0.16566252216315833,0.1731750139074665,0.19673516631227847,0.18816965648319037,0.16986598691189286
0.31762738674668445,0.33490996122624017,0.3161838203391883,0.30503475312714334,0.30542411903450845
0.24544780008677422,0.2336022400262959,0.26337419305312043,0.23493279505053039,0.2545448621095867
0.280289239895148,0.29827427938960305,0.3276933472456306,0.2861749415353195,0.33483250566609574
0.007227327583380604,0.010836471451205044,0.008796288444755922,0.005559232615865565,0.017966168311115194
0.24313121677502034,0.27395993948099573,0.2893238611419168,0.267800385911679,0.2972439542342021
0.26315184065579433,0.24551977626658605,0.2628774774074048,0.24077965833126871,0.24874573119816162
0.13149620594954164,0.12136223937125774,0.1556590173343301,0.13649577637177873,0.09750730224516788
0.18505162537454659,0.23569259249525315,0.25346558534301056,0.23680567726936264,0.2821940842428289
0.14769705080308007,0.13926015700313307,0.15198475169458753,0.15066927545068204,0.14718715660265314
0.41760389153342803,0.4002578909496716,0.3736860830489985,0.3561602218607175,0.36979766647495144
0.048423460667875964,0.07055403854138675,0.04714243379551455,0.02518100268032013,0.09084803272018345
0.2572616826455389,0.260219996247585,0.3190980752491539,0.2544948692908645,0.22544445901935772
0.28462939583975183,0.2843151491294326,0.26494875078288666,0.26997753277303127,0.2828500620458826
0.34562793478434334,0.3151199010660659,0.2919032813882536,0.3013822918057438,0.3792242195344295
0.232056862312174,0.2817174301013483,0.2820132713411172,0.24972007086792933,0.23207179148660262
0.4142109394598035,0.511957670627266,0.4778578679793506,0.48728495085905993,0.4243511486741611
0.2866073205819596,0.3238410666416418,0.31656009760927445,0.30246236553276773,0.3121931203225507
0.22655570541741962,0.2555060673917203,0.23345393364903902,0.2548713042551897,0.23314612463541212
0.17273185947199834,0.16056406252648694,0.16354777808617438,0.14504375641688724,0.14173470740475577
0.059450213061857486,0.08669569218225608,0.06531354190933157,0.054135578646209076,0.07420326421043817
0.18065165361583732,0.22136476243298686,0.2067893087972936,0.21611740095724297,0.20702603597696198
0.3624005164306551,0.350715079521739,0.3931175262812672,0.3800636719457641,0.3940310244835001
0.23667385822986195,0.22313331088235697,0.2250180935453012,0.23276415335837936,0.199440775223961
0.10152817441750363,0.09572843976806501,0.07829702120838712,0.08573018358289868,0.09303943894304574
0.16303461415520334,0.22178635724123658,0.15339704312012584,0.20285277966315435,0.2005642120687205
0.15891810158778716,0.1407280450089421,0.12472963130208273,0.14447117529420866,0.15372307253606823
0.19023819157472383,0.15652122881593034,0.17922246363865582,0.18869473647130333,0.1658085302766493
0.15489706250107252,0.1477990291249198,0.17191646288791368,0.1459475304312581,0.1581293591294009
0.23530876526599376,0.23847074891813244,0.24838515252320909,0.20983161731637232,0.26092714490615576
0.16585787805401692,0.14774989104272432,0.13086740016446252,0.1632036648623635,0.12656672764088595
0.28748239473225007,0.26564035461530316,0.2789401277737146,0.2646273045839152,0.3039546312013695
0.28315697966224823,0.2640634209096306,0.2529389267850372,0.23452031158105152,0.283891061708646
0.21232248884992114,0.19781848763043883,0.2034572142019257,0.20124324878476246,0.2305892058995214
0.2678469404513994,0.32764480543698954,0.3293860615497418,0.2776271260796598,0.30885268687298917
0.23630766298046207,0.27929690371146426,0.25230213730495754,0.27108528257550607,0.244581846729329
0.031781270643500455,0.08302928688634087,0.022096001905000273,0.060157056761098955,0.06384559522014506
0.3576625943463534,0.35784644235321655,0.34568601519816905,0.3354782003476216,0.39089770003253194
0.30466410732227944,0.3327638240774684,0.32959961637008117,0.32013290744949674,0.34333837236623194
0.3928171213699823,0.36997606670239547,0.3303931724960259,0.31452487950267993,0.3276228903655592
0.2446996209971279,0.28322521211527485,0.26431619885343494,0.23814167747351522,0.262194145380669
0.26314997325517026,0.23367070207785326,0.26062104099544936,0.25107638423220013,0.2390149362238517
0.24097897804464494,0.2475134559444072,0.29117775207721985,0.2683802830100823,0.2872415735187045
0.23342564380216227,0.2614989776938505,0.22546094091317476,0.21390139312001724,0.21256066622837025
0.20932754478988636,0.1841875992211984,0.21038092947012102,0.19363822958023796,0.21317224627100645
0.20931816586749327,0.19618251588794497,0.18696837134580985,0.2097987948263453,0.215154054439546
0.4460310101138758,0.3922486057030542,0.40477321857991827,0.42395427260055624,0.4073488032929121
0.31663270209584815,0.3477954897621252,0.2721538464006823,0.3182432777728601,0.36182307596525604
0.19745647001581412,0.17907015734876336,0.22268678857107688,0.2233617100456897,0.1977737495907395
0.27218203594375173,0.27177207034876066,0.27329626952061653,0.23522188890545395,0.23969792238897913
0.23636466731730643,0.2603208026079972,0.22096953236970363,0.2232615919086228,0.23949467836528843
