rf_1,rf_2,rf_3
0.20353634072072643,0.2099462505576139,0.20571800361063583
0.30066493107127756,0.29214693169400313,0.30212637204285797
0.24075212548447048,0.23992420228666342,0.23956084288416804
0.19589814599086783,0.18972262207431329,0.18643838858197997
0.05661292146187628,0.06343633172673332,0.05409583408520009
0.2164804094079608,0.21679401565811923,0.22340413054698494
0.25030851273487875,0.24964178456764838,0.2522093457646438
0.21794765536989327,0.2079180345708704,0.21919532257835428
0.25661398867865215,0.2590789833039861,0.25910551566814694
0.23706103667279493,0.22492777492727034,0.23306194444555328
0.25193035577727596,0.25522256752388234,0.2538763007683171
0.2476842095180829,0.2508546599142833,0.24479848951692368
0.28901994498744754,0.28471332829845125,0.29049286564254423
0.21062453789328645,0.20764502841972174,0.2030879424344161
0.403411560714532,0.36757697480603035,0.4091754974136531
0.23390278374405726,0.2373925727618853,0.23572717415853206
0.0551011851393438,0.05533900223231248,0.054828345655920006
0.14874118903099376,0.1609123902244074,0.14590567604767699
0.2517431297702811,0.25049948441808106,0.24564479248694412
0.076029169970889,0.0817161819419012,0.07641277695126504
0.20222640409156048,0.2133068257319709,0.2053734206432416
0.27530504834961844,0.2680369068440996,0.27917818246226483
0.22793840974441779,0.2235759849944686,0.22964473816760386
0.23813750174901988,0.23977927773780128,0.2298541706116406
0.23961951570025491,0.2593254337253037,0.24050947659381958
0.29025007076990006,0.27908909439392005,0.2907174884344918
0.24237145974219185,0.23528768068638792,0.2408978028459105
0.23135856698570761,0.2352785142636526,0.22641849895235938
0.2949507048684475,0.2911890393441798,0.29647520134760685
0.3458073640998723,0.3686991620310891,0.34066713215658906
0.18043205664251935,0.17314681375375812,0.18318310568294116
0.25471976061224494,0.2601692339455633,0.25559010715912533
0.19580439179579417,0.19245161642661512,0.19374015371283007
0.24823531928160408,0.23462647210701967,0.24402511376648733
0.28919271021209314,0.29762816488962085,0.2993692544009245
0.1812804077323524,0.17787970426650498,0.18150926819117397
0.2643296553827516,0.26254187362431775,0.26467673522481283
0.22367915758934953,0.22107396905199558,0.22663979873882784
0.19552423001936003,0.21236260441231483,0.1978319708738477
0.19417560048949117,0.19196726724169957,0.19361759634463294
0.2557511788374325,0.26356401723550027,0.2548303232421448
0.20018883704630602,0.18802582403262103,0.1964850470834569
0.21929177007504874,0.203855862832626,0.2195059533224085
0.3085539628047546,0.3326517785563763,0.31791737080978233
0.23064945019465205,0.2273824091309966,0.23657692467387545
0.2434950445519513,0.22337489940012195,0.24676691245412685
0.1275783668262204,0.12516764524324192,0.1293483360168334
0.27437759209385454,0.2629680873164753,0.2700397906498378
0.09821900590563377,0.11639547854375944,0.10832076444636708
0.2045353791437252,0.20627535298986915,0.2084206360688559
0.28109485977844595,0.2678970489005879,0.27693114228194626
0.3463609731088533,0.3341599362666363,0.36971066864346463
0.272117334577167,0.2758297542091166,0.27930208496827397
0.2154096581984726,0.21682945612776067,0.21207021886094693
0.2993227298324066,0.310746208866614,0.2995387860455426
0.2525812555142294,0.2425161426006149,0.2512912476029956
0.2792554960466673,0.2913982747786521,0.27474996744631014
0.2439074791065827,0.23195875870917868,0.24330747635392963
0.3818213079955062,0.36538559061331327,0.3852841727754635
0.17496442196264028,0.17361600456381762,0.1716990623832621
0.2779427837801759,0.27531197870705004,0.2793343554907992
0.24497514292299,0.2452262975715662,0.24580825419232294
0.17581222674166186,0.18491380514746308,0.17499516331364973
0.20492319208857773,0.20611147601937937,0.19938412161925545
0.21189596444986555,0.22057661224481667,0.21235833269155507
0.2957532542343294,0.27951422886301547,0.2882868905609942
0.25591778196650955,0.2596952295477072,0.2575562868988473
0.2336703389983363,0.24054513942308728,0.2327964804016785
0.025433767281661048,0.03687745057210216,0.026625256670166637
0.2735422165264754,0.265953866996497,0.27920107188594345
0.2643309841942136,0.2512479517735043,0.2646885198183256
0.14904575418713734,0.15603103557184028,0.15332143478980573
0.3035960479161341,0.29526279322384125,0.30450712705492955
0.12509079542456622,0.13939672033816256,0.12757337589584028
0.30100404574726625,0.30216244667456504,0.29636193376963194
0.13082392147116542,0.15437621954715425,0.12170008082736448
0.2764506849043804,0.27273518556867826,0.2804947492243307
0.24028824550420463,0.24099249046568352,0.23883324165505673
0.3305095627379073,0.34560959556100623,0.32379992067096935
0.24709310530051629,0.2628502497973503,0.24544097949552973
0.3696553546236969,0.3721858260436224,0.38867533951419986
0.2440793727137473,0.2546360924953208,0.24233637675914757
0.23122433383646962,0.23299555683737488,0.227993706256258
0.18730119411348672,0.19706991065339302,0.1938241209377133
0.1277206560325835,0.1349191764423925,0.12353942417189484
0.1934717578115836,0.1967027986419898,0.19000588394307683
0.28566165354716366,0.2951095323736049,0.28153649064326075
0.19148692290681654,0.18311686441760683,0.19597830834225544
0.11056242652292059,0.12540278324065274,0.10831606900128207
0.2625578865726742,0.2507161513122921,0.25322926849012684
0.14401467847512125,0.13545005464237514,0.14029621917809776
0.1635715635285472,0.15591317162984078,0.16850964548789893
0.1488869172989172,0.13787674019719307,0.14629049072860048
0.232498678299372,0.23058623157249386,0.23928937077704598
0.15549590338869215,0.15834443020422406,0.15810043911611305
0.23375339716892546,0.23579164194506816,0.24089867088431796
0.25068426126922744,0.23529703659518378,0.24434013906401442
0.20221908777256623,0.20263545469920335,0.19698791503238902
0.2861966022352651,0.30208382336464057,0.28636730329164267
0.2317703636853996,0.22244298305260318,0.2326141559483089
0.10020333759497169,0.11298997775986253,0.0892928268839512
0.2516504876105536,0.2583002733057795,0.2528481913124798
0.2822222633621529,0.2792116193261289,0.2811862612768169
0.3475930155812244,0.3452981496998533,0.3543763152590899
0.23969432250794628,0.2453343754443102,0.24387684424325493
0.1795813877326789,0.1756847186232221,0.1795934782385523
0.260955763586031,0.2585588104369515,0.25433118605849186
0.2653122855751142,0.24746694824288884,0.2636388740208337
0.20080784188700707,0.19107059664585996,0.20069648432388187
0.19769946858692075,0.19674343454011398,0.19361562264273452
0.2904669599555001,0.3192083026192386,0.2892556498427254
0.27265525601802343,0.27601939146968435,0.27417883297271767
0.21022256067806402,0.21667151915337368,0.2135346674379973
0.28187165529351194,0.28709854087972114,0.2891884169798094
0.20098281625185827,0.19447460124842217,0.201377772736493
0.1341168525823698,0.1635400156413424,0.1396941693029061
0.3406758023127347,0.3291618213603976,0.3332365026671653
0.2185724307242748,0.22519414013976902,0.2215236432939434
0.21005486769979467,0.21919697025303062,0.21170277028604886
0.26247046954889575,0.2579778173530701,0.26322538291883
0.22825703974536146,0.23138267741690835,0.22157630954007262
0.2125665190751246,0.22608473885614014,0.21010529584862067
0.3201704151010193,0.32717524430338774,0.3113841636039153
0.23836437579733633,0.25092430548208583,0.252104544348485
0.19744370953308846,0.1975664420497186,0.1985684644606718
0.18465842117727618,0.18121502121310257,0.18411261757172606
0.33735676689469946,0.33138390366840065,0.33456331570098335
0.3087241168198092,0.2872724593050273,0.31091617905172236
0.19848264222202378,0.19900900479706007,0.1937635367700116
